ssn,nif,nome,telefone,morada,data_nasc
38578311917,367589136,Enzo da Araújo,933788014,"Alameda Violeta Leite 220, 2076-413 Angra do Heroísmo",1936-06-06
61423337579,161144191,Emília-Bianca Matias,962336304,"Rua Inês Pires 53, 0056-994 Portimão",1955-10-14
81579183081,109791033,Francisca de Neves,916511927,"Travessa de Lamas 84, 7055-979 Vila Nova de Foz Côa",1922-02-07
21916658860,243328258,Nuno Nogueira,961186857,"Praça de Ulisses 3, 8758-967 Vila Nova de Gaia",2018-11-13
83943483104,184358159,Fernando Matos,917418841,"Praça de Manuel d'Arriaga 330, 3696-904 Trancoso",1997-05-23
65910090080,199042562,Gabriel Pinheiro,964649154,"Rua de Jesus 71, 8776-708 Guimarães",1940-12-25
68785369672,170658364,César Loureiro,918864315,"Avenida Moura 65, 5513-615 Vila Nova de Famalicão",1909-12-05
27630616425,190102880,Joana-Luana Simões,919141928,"Praça Lara Tavares 41, 7286-105 Albufeira",1985-07-23
31890031495,355900098,Bárbara Araújo,969518031,"Travessa de Monteiro 85, 5490-425 São Salvador de Lordelo",1974-08-16
19502355088,179368781,Ariana Amorim-Figueiredo,933289018,"Praça do Anjo da Guarda 12, 3678-442 Sacavém",1960-03-08
85655199271,207101883,Ângelo Moura-Marques,933163812,"Avenida de Magalhães 401, 5776-538 Silves",2003-05-20
52091132334,371398941,Caetana Cardoso,932150187,"Travessa de Reis 71, 0690-742 Estremoz",1956-10-13
75224500720,391851402,Alice Neto,967720388,"Avenida Brito 245, 2583-370 Ponte de Sor",1948-12-13
58094791125,112562525,Caetana-Alice Batista,935324209,"Rua de Vasco da Gama 24, 2219-054 Sacavém",1968-04-14
74105911858,144989003,Maria Assunção,915806426,"Avenida de Assunção 500, 4762-968 Vila do Conde",1923-06-27
12580768924,127007594,Bruna de Sousa,968720121,"Travessa Leal 7, 3773-788 Freamunde",2000-03-19
37218423209,169419786,Gustavo Vieira,934220396,"Rua Vieira 7, 6284-059 Bragança",1917-12-26
98762865217,107212295,Martim Pinheiro,915500495,"Travessa Enzo Alves 200, 4293-084 Lagoa",1920-01-02
20069412410,397532361,Vítor do Fonseca,918035674,"Largo Paiva 669, 6953-851 Torres Vedras",2008-08-29
55604426187,214891891,Frederico Pinto,937386061,"Alameda de Oliveira 25, 3215-983 Silves",1924-06-07
27238395356,264541605,Carlota Andrade,910579226,"Largo do Barcal 222, 8771-462 Ílhavo",1928-02-05
17733825737,108017011,Jaime da Abreu,932526958,"Avenida Barros 73, 5345-562 Agualva-Cacém",1938-01-30
95988804547,348789982,Isabel Alves,937813853,"Praça Edgar Martins 30, 8164-536 Esposende",1970-03-30
39582249785,159466903,Iara Pereira,912778621,"Praça de Nogueira 189, 0404-875 Alverca do Ribatejo",1969-05-08
45305989217,337792554,Constança-Lara Morais,919467145,"Rua Álvaro Matias 629, 0182-329 Ourém",2024-05-03
10194852994,146221032,Gabriela Pinho,962780187,"Alameda Luciana Vieira 76, 0889-812 Olhão",1928-03-10
57589130344,212407150,Carminho da Freitas,930732471,"Avenida Maria de Lourdes Sá Teixeira 39, 5456-947 Valbom",2015-10-24
43157961625,179129581,Nair Leite,937974609,"Avenida Marco Borges 77, 7098-500 Matosinhos",1949-11-28
75152670534,210859926,Raquel Martins,933645363,"Rua de Augusto Gomes 68, 5663-227 Cantanhede",2013-03-23
11265109731,213128097,Mélanie Sousa,934314103,"Travessa de Santa Helena 8, 9727-393 Santiago do Cacém",1952-07-22
76019669765,340801586,Cristiano do Guerreiro,933256151,"Alameda Lourenço Andrade 65, 5556-343 Câmara de Lobos",1926-07-18
28693408949,341726079,Joel Vieira,966541043,"Travessa das Ondas 4, 6872-765 Quarteira",1924-09-08
59554201890,306354557,Gonçalo Sá,961691872,"Rua William Batista 84, 7981-330 Paredes",1989-03-21
95351735287,201622604,Benedita Mota,963621506,"Rua do Paço 3, 4962-498 Agualva-Cacém",2009-10-31
75274679607,156540414,Sérgio Rocha-Pinho,965197952,"Avenida Kevin Cruz 76, 2982-334 Vale de Cambra",2023-08-23
87178680479,179962356,Simão de Santos,917672792,"Rua Esteves 87, 5799-289 Vila Nova de Santo André",1930-10-23
50766986082,101243866,Bryan Lourenço,967634034,"Largo do Preto 6, 2501-021 Vila Real",1965-02-03
12102448670,222695732,Emília Carvalho-Melo,913161209,"Avenida das Âncoras 3, 1242-270 Évora",1970-06-29
62219732213,184101938,Sandro Carvalho,919250220,"Largo Henrique Barbosa 3, 4032-280 Tavira",1978-02-12
77598565066,166031165,Daniela Esteves-Pinto,939321352,"Avenida de Carneiro 2, 0224-751 Valongo",1957-11-29
16363215086,305436550,Salomé Nascimento-Rocha,965360977,"Praça de Pires 9, 7445-042 Ovar",1979-07-11
98588646095,339130259,Petra Guerreiro,911432886,"Avenida de Mota 88, 6912-907 Sintra",1952-05-10
30074623041,271260214,Matilde da Assunção,913652885,"Avenida Batista 657, 0970-122 Barcelos",1961-12-23
32892555620,162360505,Larissa Moreira,933720732,"Travessa Noah Azevedo 58, 9773-928 Leiria",1977-06-12
10858691324,200282575,Joaquim Loureiro-Amorim,938350566,"Praça Sousa 628, 5096-720 Rio Tinto",1927-03-31
97138320045,274412913,Inês Tavares,968199379,"Rua Ivan Neves 31, 5388-337 Torres Novas",1940-05-05
74093104468,295430722,Beatriz Araújo,931805889,"Avenida Eduarda Guerreiro 77, 7020-935 Viseu",1968-11-23
29033634222,140116466,Rita Tavares,930385243,"Avenida Moura 58, 7643-762 Moura",2017-12-24
20826778928,111366982,Sebastião Lima,968100237,"Rua Tiago Macedo 96, 2399-393 Fiães",1988-06-22
15061923364,393103116,Iara Cunha,938052711,"Avenida de Cruz 5, 9425-047 Guimarães",1993-09-23
46537688665,129990302,Iara Carneiro,917311587,"Alameda Valente 43, 0490-856 Moura",1952-08-21
97648207065,327933629,Kyara Correia,933866015,"Rua Esteves 49, 1193-151 Aveiro",2022-02-08
38123006721,330975642,Petra Castro,963426468,"Travessa Melo 42, 6976-595 Oliveira de Azeméis",1940-10-07
55607131875,137690663,William Maia,931989256,"Largo Yasmin Leite 41, 6567-005 Horta",1932-07-24
58181307312,111554785,Renato Reis,913737418,"Largo Jaime Marques 5, 6346-921 Santarém",1972-04-18
98420276610,110735049,Alexandra Carvalho,914161967,"Alameda de D. Carlos I 123, 4694-359 Barreiro",1924-06-21
46691106340,128882976,Márcio Nascimento,930546838,"Alameda de Sousa 576, 3662-539 Guimarães",1936-04-13
25783640219,198695699,Vasco Barros,937946117,"Largo Patrícia Carneiro 82, 0451-606 Ribeira Grande",1965-03-01
56151938435,265040515,Beatriz de Vicente,919601088,"Rua de Lourenço 29, 5133-843 Tomar",1947-08-03
69643886278,175813778,Soraia Amorim,935464960,"Rua do Rosário 3, 6356-582 Rio Tinto",1967-08-13
27798976554,139359361,Sebastião do Machado,968615053,"Alameda do Mar 26, 5314-919 Gondomar",1999-10-01
51420854470,244197779,Matilde Jesus,961679321,"Praça da Rainha D. Leonor 227, 1559-289 Santarém",1969-11-11
30541118084,394585487,Lisandro Fernandes,932418520,"Rua Marques 75, 9086-054 Albufeira",1956-09-23
52004136175,104134370,Jaime Lourenço,910976520,"Avenida Mário Soares 91, 5004-493 Caniço",1943-11-27
20901832681,129429835,Juliana de Santos,967479153,"Rua Mateus Matos 157, 3231-602 Barreiro",2017-07-12
37817210659,272673891,Luísa Carvalho-Costa,965650762,"Avenida Ferreira 63, 2004-774 Esposende",1926-02-08
99229484109,191040155,Diana Brito,937525770,"Travessa Noah Araújo 62, 4057-914 Fafe",1992-04-23
82265171935,181231630,Constança Paiva,966641577,"Largo de Neto 5, 5488-156 Barcelos",1992-11-03
37806876549,128327611,Fabiana Assunção,964411961,"Travessa Barros 19, 7607-839 Vila Nova de Famalicão",2011-03-18
97828675414,316445239,Mélanie Cunha,917225208,"Avenida do Outeiro 207, 9512-847 Coimbra",1985-10-20
61719261795,242797533,Edgar Fernandes,916190434,"Praça Fonseca 53, 5541-039 Cartaxo",1980-09-27
79067898656,290687369,Lourenço Cardoso,969863055,"Praça de Araújo 5, 7016-305 São Mamede de Infesta",1949-05-02
82954698727,195972204,Juliana Leite,930830939,"Avenida Cruz 27, 9700-351 Peniche",2010-09-09
49384477827,370436365,Tiago Guerreiro,932369775,"Travessa Teresa Correia 65, 0791-559 Valongo",1913-09-23
96542075453,138410237,Bruno Figueiredo,936399535,"Alameda de Maia 102, 3442-164 Póvoa de Varzim",2002-02-08
67405377221,273615158,Vera Pinto,935051056,"Rua Noah Tavares 18, 9541-931 Covilhã",1984-07-12
91598581452,156766868,Nair Antunes,939309017,"Rua Almeida 512, 8352-010 Sabugal",2005-11-28
95252359045,162072302,Paulo Guerreiro,918689607,"Rua do Leal 322, 3558-268 Santana",1909-10-01
50559953937,329072464,Salomé Antunes,912769914,"Rua de Carneiro 49, 3289-540 Amora",1992-07-20
22903393369,189890503,Rúben Magalhães,960280713,"Travessa Lisandro Tavares 226, 4883-519 Tondela",1977-10-13
99031607831,173583337,Fábio de Mendes,936959796,"Avenida do Professor Hernâni Monteiro 8, 2379-797 Beja",1984-03-15
66845139029,154835482,Laura Cunha-Matos,917036113,"Rua das Japoneiras 37, 3113-411 Trancoso",2013-05-26
76187122806,101172273,Nelson Matias,917913071,"Rua Rocha 23, 8587-769 Póvoa de Varzim",1989-03-03
97279195391,153152917,Daniela Monteiro,910851763,"Avenida de Amaral 19, 6182-724 Peniche",2010-11-19
90416720497,357915460,Lúcia Vicente,931517796,"Avenida de Moreira 74, 2085-477 Vila Franca de Xira",1984-08-25
33704020469,392264369,Micael do Costa,933859044,"Avenida Neto 69, 2496-259 Fátima",2011-12-26
92031222578,153531097,Carlota Guerreiro,919983163,"Praça de Neptuno 17, 6729-905 Elvas",1970-12-24
75787395788,160073913,Miguel Guerreiro,963644906,"Travessa Larissa Carvalho 257, 2038-407 Santa Cruz",1941-02-12
94297485984,331021131,Manuel de Neves,965204542,"Rua Amorim 7, 4613-131 Funchal",1965-02-04
25629804707,152908362,Bianca Freitas,964339380,"Praça Diego Domingues 40, 2810-475 Alverca do Ribatejo",1952-04-12
52822638693,227417578,Marco Ramos,915172394,"Rua Oliveira 230, 6998-807 Ourém",1979-11-01
48322986060,328700484,Nicole Andrade,919275776,"Rua Enzo Martins 78, 0882-230 Câmara de Lobos",1945-06-19
98741599242,277330050,Fernando Macedo,918142862,"Travessa Fernandes 94, 1264-650 Praia da Vitória",1966-09-15
92488744359,371469240,Kyara Moura,935002603,"Praça de Ramos 111, 6228-681 Marinha Grande",2001-11-28
37484227232,214582051,Ismael Branco,933452852,"Avenida de Campos 237, 0207-885 Mangualde",1923-11-10
13027716890,167517661,Anita Barbosa,936372803,"Rua de Rodrigues 80, 5781-495 Amarante",1986-11-30
17971769755,359021977,Francisca-Érica Melo,937251525,"Alameda Lorena Nunes 484, 2506-169 Praia da Vitória",1916-04-20
61149509443,175602894,Filipa Pereira,914478166,"Alameda de Domingues 4, 0051-352 Amora",1939-06-01
13632107202,353074728,Fabiana Lima,933090878,"Avenida de São Roque da Lameira 22, 4048-207 Vila Real de Santo António",1980-06-26
67800788334,275220718,Tiago Soares,918031221,"Alameda Francisca Sá 50, 2081-352 Rio Tinto",1996-04-13
56830587463,154436530,Sebastião Magalhães,915204655,"Rua Benedita Neves 3, 0908-619 Lourosa",1966-08-16
73623011462,217720343,Larissa Magalhães-Faria,911947567,"Avenida Faria 50, 6131-334 Marinha Grande",1968-03-17
66328866949,261926676,Brian do Freitas,938732221,"Praça da Feiteira 170, 4498-412 São João da Madeira",1942-12-23
61369738153,201259140,Andreia Silva,932520532,"Avenida de Garcia 6, 1445-861 Porto Santo",1940-09-28
10751079458,281250428,Yara Teixeira,916690730,"Avenida de São Roque da Lameira 12, 0743-866 São Salvador de Lordelo",1983-09-07
59156898853,381256491,Francisca-Vitória Figueiredo,919762229,"Rua de Nunes 68, 8817-311 Reguengos de Monsaraz",1988-07-04
59633462885,391842282,Benedita Antunes-Pinho,910396432,"Alameda de Ferreira 31, 6967-250 Serpa",1914-09-09
25294462811,208041022,William Gonçalves,911792452,"Travessa de Fernandes 41, 7719-296 Maia",1963-04-22
30075423817,325645527,Joel Pacheco,938667095,"Rua da Asprela 9, 1369-179 Oliveira do Hospital",1933-06-05
74011549979,286569393,Rodrigo Borges,964079122,"Largo da Póvoa 353, 5468-336 Santa Maria da Feira",1946-05-19
81058297559,182340625,Emma Leal,935368354,"Travessa do Pimenta 73, 1748-957 Valongo",1958-01-10
10554734247,292145240,Rafael de Barros,932786885,"Rua do Carrasco 88, 4837-680 Guimarães",2008-04-16
54137701346,191605965,Diego Leal,932683723,"Rua de Magalhães 13, 4961-042 Pinhel",1940-11-18
53073118976,219989043,Xavier do Lima,934155803,"Rua de Garcia 42, 0451-321 Oliveira do Bairro",2020-10-10
71175053955,265069819,Hugo Andrade,918512923,"Avenida de São Vicente 25, 3630-146 Ermesinde",1937-12-18
61345109272,124847709,Lourenço da Leite,967046124,"Avenida Loureiro 53, 3135-619 Agualva-Cacém",1980-10-19
57882577767,336710645,Camila da Araújo,937912054,"Avenida das Andorinhas 36, 6391-171 Peso da Régua",1925-08-30
22626552520,393800698,Mia do Anjos,913984878,"Avenida Constança Amaral 710, 4691-183 Portalegre",1995-12-30
16508977433,138840754,Igor Machado,937808904,"Largo dos Olivais 49, 7066-935 Alcobaça",1992-01-03
73589783044,179210025,Bryan Vaz,938174823,"Rua Sá 6, 2406-710 Vila Nova de Foz Côa",2011-09-24
40257629860,196003775,Ângela Monteiro,939711634,"Rua Pilar Leite 8, 0344-440 Gafanha da Nazaré",1975-01-08
34579840295,262483067,Wilson Melo-Costa,965846036,"Rua Joaquim Monteiro 2, 2282-251 Braga",1923-02-13
92995349546,245242561,Emília Anjos,968148560,"Rua de D. Pedro Pitões 97, 9995-197 Lamego",2002-08-29
64407534269,321888477,Dinis Lourenço-Pinheiro,932746936,"Praça da Figueira 39, 6594-383 Amora",1959-12-18
85626444542,287832131,Santiago Rodrigues,914314856,"Avenida Moreira 60, 8438-988 Montemor-o-Novo",2016-06-20
48955114379,297641507,Lia Faria,930590139,"Alameda Nascimento 58, 1643-668 Cartaxo",2018-02-22
86767608306,249733425,Fabiana Tavares,918053317,"Rua Gaspar Neves 39, 1340-209 Marinha Grande",1914-04-23
16747557370,276368570,Yara Assunção-Jesus,931294090,"Avenida Araújo 48, 0703-952 Penafiel",1928-03-02
60380231324,294938812,Carlos Araújo,930621916,"Travessa de Teófilo Braga 95, 7571-544 Oliveira do Hospital",1959-02-08
45583753234,287342212,Caetana Barros,968410018,"Largo Pinho 28, 7484-783 Vila do Conde",1982-06-13
92085412163,264171826,Fernando Rodrigues,964648165,"Avenida do Moreda 49, 7169-728 Sines",1916-08-17
84810083188,201399491,Vítor Borges,964385902,"Travessa Cunha 36, 3250-255 Angra do Heroísmo",2019-10-09
91463934218,274882400,Íris Miranda,912385183,"Avenida das Mimosas 1, 9318-019 São João da Madeira",2023-10-17
55117475572,203537276,Gaspar Vicente,919851393,"Largo de Vicente 33, 0239-939 Torres Novas",1951-12-03
59769821761,396298483,Joana Araújo-Valente,930217849,"Rua de Santos 32, 2286-685 Viana do Castelo",1944-09-16
83549497240,132184552,Márcio Moura,937947260,"Alameda Carminho Matias 20, 4421-007 Alverca do Ribatejo",2010-02-12
74692772421,221595358,Duarte do Alves,917852411,"Rua do Cidral de Cima 37, 2323-132 Santarém",1986-10-13
57284945610,101637122,Erica Gonçalves,912513232,"Praça de Grijó 512, 9770-735 Rio Tinto",1942-04-12
95068462605,208081547,Rafael Sousa,933891072,"Avenida da Vila Expo 859, 6910-832 Seixal",2013-03-27
89691578573,136612039,Pilar Rocha-Vaz,938356426,"Avenida da Carvalhosa 902, 3475-327 Paços de Ferreira",1946-02-05
93926189147,228685019,Melissa Faria,935969071,"Travessa das Fragatas 228, 7992-867 Funchal",1942-07-13
71376872945,310268801,Frederico Baptista,916850713,"Rua de Coelho 78, 4403-554 Torres Vedras",2002-08-21
39860464236,100965285,Daniela do Gonçalves,917859255,"Alameda do Almirante Gago Coutinho 798, 9742-618 Sabugal",1983-12-29
78841658423,338700788,Luna Carvalho,965932884,"Rua da Pedreira 188, 4864-698 Lagos",1925-01-25
60661942610,380335326,Cláudio Antunes,963124642,"Alameda Sebastião Oliveira 966, 6544-764 Angra do Heroísmo",1956-06-05
91030418502,349604762,Denis Almeida,963596824,"Rua Valente 66, 7640-506 Vila Nova de Famalicão",1936-02-15
93803367888,145998773,António Faria,960117211,"Praça de Azevedo 55, 9505-071 Lourosa",1976-10-29
57561947015,137229784,Marcos Nogueira,935775732,"Alameda Freitas 91, 6475-710 Gouveia",1999-06-30
76656717697,200311597,Francisca da Neves,938265582,"Alameda de Castro 34, 1213-668 Freamunde",2006-07-08
57135867379,346241371,Frederico Amorim,931684873,"Largo de Pinto 53, 0780-669 Portalegre",1909-02-01
76211004727,349874369,Camila Paiva,932917406,"Praça de Neto 58, 8628-095 Caniço",1940-05-23
25311507408,149835755,Patrícia Sá,914611685,"Travessa de Mota 3, 9530-278 Esposende",1982-02-12
81366365100,129814133,Daniel Simões,911940427,"Praça de Carneiro 221, 7544-998 Peso da Régua",1928-03-28
47814051043,199759348,Luciana Barbosa-Vicente,934330905,"Rua Álvaro Azevedo 149, 6429-357 Vila Franca de Xira",1967-04-05
89236236445,111867190,Alice Melo,931372128,"Rua das Antas 5, 4947-182 Fafe",2019-03-05
79809216863,329714151,Bernardo Nunes,911138266,"Rua de Tavares 195, 6619-648 Fiães",1995-08-29
64290061556,299710160,Rafael Nunes,967838285,"Rua do Beato 180, 2318-713 Marinha Grande",1936-04-07
16336212590,199576505,Caetana da Anjos,917660084,"Rua de Amorim 366, 2253-846 Sines",1966-09-22
90059980669,263986124,Mélanie-Melissa Santos,933033707,"Rua Moura 179, 4964-780 Vila Nova de Foz Côa",2013-03-08
76986720205,302136759,Nelson Teixeira,911425150,"Avenida de Moura 121, 4809-045 Reguengos de Monsaraz",1978-05-26
93273633268,227124914,Rafaela Santos,962338812,"Rua Bruna Loureiro 383, 5759-038 Vila Nova de Famalicão",1908-06-03
80022705226,145665917,Renato Gomes,932481652,"Rua de Valente 36, 4340-624 Albufeira",1918-04-18
57043768353,210006147,Matilde-Isabel Lourenço,967841079,"Largo de Mendes 65, 2549-908 Reguengos de Monsaraz",1938-10-18
31420602626,223069590,Emanuel Antunes,939236473,"Rua de Irene de Castro 98, 6986-252 Vila Real de Santo António",1942-05-25
67845916898,221017050,Jorge Coelho,913922453,"Rua Filipa Matias 94, 5191-412 Esmoriz",1926-05-27
68337907856,193738526,Enzo Nogueira,930248033,"Travessa de Jesus 87, 4541-167 Mirandela",1914-01-28
43282100156,278808016,Diogo Almeida,913573087,"Avenida Pacheco 72, 8011-692 São João da Madeira",1909-03-10
49644248144,152490840,Samuel Vieira-Sousa,960290994,"Rua Fernando Torres 2, 2617-647 Caniço",2019-06-30
59394449612,319129740,Marco Sousa,932638365,"Praça Carvalho 61, 5277-640 Horta",1914-06-16
84546328095,245877351,Nicole Esteves,916750072,"Travessa Lisandro Torres 3, 9306-028 Felgueiras",1954-03-16
49727215908,298599166,Francisca Torres,960913860,"Rua de Rodrigues 488, 1679-002 Guimarães",1921-10-03
59901231801,113037800,Jaime Barbosa,931685549,"Largo Martins 19, 4543-578 Rio Tinto",1971-10-30
64579754511,180081331,Benjamim Nogueira,939049564,"Largo Matilde Ferreira 15, 3108-578 Covilhã",1972-11-29
37003812495,338596590,Ivan Leal,968496308,"Alameda Valente 82, 7072-500 Funchal",1980-09-14
88758334291,285426527,Juliana Andrade,919603768,"Avenida de Magalhães 68, 0408-090 Oliveira do Bairro",2016-12-21
50537830114,143313558,Mauro do Tavares,964608685,"Travessa Coelho 226, 1513-439 Costa da Caparica",2019-11-16
22406464362,375392965,Edgar Leal,910958765,"Travessa Rocha 15, 3802-604 Mangualde",1998-08-24
21343904467,185360831,Ismael Lima,913815001,"Rua Margarida Oliveira 50, 0794-729 Vila Real de Santo António",1997-10-30
29849029102,233058038,Soraia-Vitória Batista,965075945,"Alameda Grande 55, 8408-865 Valpaços",2016-10-30
54308458850,367074638,Mélanie Antunes,965208555,"Largo do Adamastor 2, 1470-700 Esposende",1929-07-28
85364095190,114705041,William Barbosa,963065843,"Praça Lourenço 55, 0889-454 Chaves",2009-02-24
58689265418,171959370,Gustavo Magalhães,934196634,"Largo da Bela Vista 572, 1459-702 Sintra",1968-06-29
48565971402,306060994,Naiara do Melo,960291719,"Rua das Necessidades 22, 5895-208 Macedo de Cavaleiros",2008-03-31
58083007983,165682474,Naiara de Baptista,966389377,"Rua Matos 79, 8834-430 Coimbra",1961-05-23
86094133133,352748760,Sofia Barbosa,967997823,"Travessa das Oliveiras 511, 4495-981 Montemor-o-Novo",1969-09-12
96237482719,255975842,Bárbara Freitas,913665546,"Avenida dos Combatentes da Grande Guerra 460, 8655-728 Vila Nova de Santo André",1984-01-08
65065323404,339296180,Jéssica Silva,918616938,"Alameda de Borges 81, 2610-354 Esposende",1993-10-08
86148722804,249075019,Mélanie-Eduarda Silva,915950200,"Largo Valente 204, 8141-778 Mirandela",1963-11-01
40967364200,364717955,Teresa Alves-Cunha,960737099,"Rua Nádia Figueiredo 165, 4756-236 Guimarães",1965-03-26
51728686000,222065030,Nuno Martins,936042059,"Largo Abreu 10, 4033-035 Mangualde",2009-09-15
10783079098,376969568,Noa Fonseca,933292942,"Avenida Emma Domingues 65, 4105-462 Mangualde",1913-04-16
50286063929,302905190,Tomás de Borges,967929291,"Travessa de Assunção 160, 6389-304 Amadora",1938-11-06
82952879332,385928134,Diego de Abreu,963210995,"Avenida Figueiredo 6, 1872-044 Beja",2009-05-06
35704304589,276738828,Letícia Magalhães,937020778,"Avenida Marco Leite 34, 1179-784 Torres Vedras",1937-11-10
75733335343,233225815,Diogo Reis,939335198,"Rua Castro 34, 6482-192 Porto",2008-06-05
40111316987,336430202,Yasmin de Fernandes,963861921,"Praça Artur Nunes 22, 0746-364 Pombal",1988-10-28
95883855670,146765126,Marcos Jesus,935363218,"Largo Araújo 7, 6470-953 Albufeira",1959-08-14
11296261818,101483943,Tomé Almeida-Valente,969004869,"Praça da Expo 98 193, 9551-529 Castelo Branco",1922-03-12
32294271009,284995055,Carminho-Ângela Neves,933591895,"Avenida do Carvalhão 83, 5388-556 Faro",1983-01-30
96901483857,193798239,Teresa Sousa,966673353,"Rua de Garcia 27, 6532-266 Rio Maior",1957-03-30
61375577149,213132917,Henrique Melo,930034505,"Avenida do Pinzaleiro 14, 1654-984 Vila Nova de Famalicão",1943-03-11
28209760019,390681971,Joel Garcia,961919231,"Alameda Jaime Vaz 116, 9418-058 Santarém",1933-04-21
76366374235,312011351,Nádia Ribeiro,914380536,"Avenida Ducla Soares 69, 7532-095 Sabugal",1943-05-14
36832603406,100973077,David Rodrigues,910379532,"Praça de Morais 40, 5662-092 Vale de Cambra",1910-07-14
45787014361,176947666,Leandro Miranda,930591382,"Largo de Dom Fradique 80, 7268-486 Chaves",1948-02-20
12416711134,153904128,Rafaela Batista,911581173,"Avenida Bento Martins 224, 3446-114 Ponte de Sor",1937-03-03
68492749178,281389688,Bryan Monteiro,939178365,"Largo Assunção 59, 2153-375 Chaves",1952-02-10
93987049000,238109718,Alexandre Henriques,967678613,"Rua da Expo 98 3, 5716-533 Cantanhede",1984-04-18
41327333172,321152737,Patrícia Andrade,931095846,"Praça de Pinheiro 93, 2526-095 Évora",1986-11-08
56453915460,231756480,Gabriela-Miriam Matos,969957308,"Largo de Garcia 67, 3943-141 Caniço",2002-02-24
61466868843,138312780,Mara Monteiro,934552541,"Rua de Grijó 39, 5705-376 Marinha Grande",1919-07-23
47543500628,221049776,Tomé Gomes,968293810,"Rua Lopes 58, 9419-805 Reguengos de Monsaraz",1964-07-24
66756908915,105372220,João Pereira,961450955,"Rua Sérgio Fernandes 335, 8206-045 Leiria",1960-01-03
35602873959,173318286,Samuel Matos,912752334,"Rua do Rosário 33, 7939-908 Quarteira",1918-09-22
33887608690,237131228,Júlia-Sara Neves,918337943,"Largo Silva 3, 1124-087 Alcobaça",2019-10-23
19531463401,323724050,Paulo Marques,964495966,"Rua de Carvalho 46, 7367-779 Moura",1926-10-08
25862186822,385071532,Nair Domingues,930171667,"Avenida Mário Soares 947, 2773-946 Seia",1959-07-28
62735556320,102126592,Matias Anjos,937932407,"Largo Nogueira 4, 3570-208 Valpaços",2008-03-29
97683340161,135745385,Bárbara Cardoso,962353285,"Largo Kyara Cardoso 507, 5511-682 Ribeira Grande",1962-04-02
21735077991,114632851,Emanuel Silva,916129840,"Largo de Santos 55, 4518-871 São Mamede de Infesta",1945-11-13
69497806126,126902999,Duarte Reis,937958702,"Avenida das Carquejeiras 164, 5875-694 Valpaços",1924-11-11
40744461317,127870591,Gabriela Esteves,937648820,"Rua Mendes 94, 5227-283 Barcelos",1917-01-06
64093513738,249390814,Patrícia Ferreira,934722099,"Avenida de Santo Eugénio 3, 6653-135 Bragança",1990-04-05
70934211833,348364200,Irina Vicente,960273474,"Largo de Araújo 3, 0353-936 Beja",1970-10-15
57725964244,212905443,André Magalhães,913728724,"Avenida de Mendes 6, 3785-678 São João da Madeira",1925-01-02
99222721918,191169721,Beatriz Assunção,910087502,"Rua Alves 22, 3974-118 Tomar",1940-03-17
80495201235,183212356,Luca Matias,965763482,"Praça das Escadas do Monte dos Judeus 14, 7785-185 Queluz",1953-08-07
45612415481,123963002,Constança Henriques,968046696,"Avenida Pedro Ribeiro 9, 7963-666 Alcobaça",2003-08-18
78015063028,152320706,Bernardo Oliveira-Cunha,967536895,"Rua Valente 661, 4312-107 Lagos",2003-02-15
26369212080,230755328,Manuel Abreu,963063776,"Rua Ricardo Gomes 92, 1524-216 Lisboa",1993-01-27
21890531079,327632842,Lia Santos,916205414,"Avenida de Pinheiro 4, 8580-092 Paredes",1967-01-18
44395012951,307462522,Hugo Freitas-Vicente,916696401,"Alameda Castro 59, 2071-617 Gondomar",1928-10-17
14995569209,333897678,Flor do Vaz,962634875,"Avenida das Ondas 83, 8175-616 Alcácer do Sal",1942-05-26
44884929516,397820712,Márcio Santos-Campos,963695995,"Alameda de Loureiro 47, 2897-524 Lagoa",1984-01-13
45979464416,356709836,Luna Branco,966104235,"Travessa de Amorim 81, 0824-484 Peniche",1984-09-16
20330703627,389593695,Emma Neto,930452475,"Largo Jesus 18, 3123-592 Alcobaça",1994-12-19
14050965874,296995797,Luna Ribeiro,938103051,"Alameda Mendes 442, 3803-731 Oliveira de Azeméis",2012-10-26
26564834622,290515674,Vitória do Melo,915008923,"Avenida de Ribeiro 4, 0938-002 Gouveia",2001-01-01
16973200842,308024415,Henrique Gomes,962526501,"Rua de Guerreiro 65, 0370-817 Pombal",1925-03-18
90384155206,382022335,Benjamim Nogueira-Pacheco,961374019,"Rua de Cunha 87, 0744-499 Montijo",1961-07-14
90202994564,232816055,Gabriela Guerreiro,913700747,"Avenida Lourenço 10, 0398-089 Espinho",1947-02-03
42593736494,101130703,Rodrigo Henriques,966643026,"Avenida de Bernarda Ferreira Lacerda 93, 7521-764 Viseu",1978-11-22
15080542033,311336143,Vera Nogueira,963618827,"Avenida Rúben Nogueira 41, 4676-913 Guimarães",2011-02-14
93680161530,242491247,Lucas de Barbosa,913643147,"Avenida de Campos 167, 6830-573 Covilhã",1998-02-11
92373247208,120524455,Alícia da Gonçalves,917600523,"Alameda dos Ingleses 78, 4458-617 Covilhã",2012-09-02
44749880649,275677641,Rodrigo Carneiro,965961862,"Praça do Duro 532, 6334-631 Lagos",1997-03-12
24553422308,132170641,Luca Lopes,963054085,"Rua Iara Loureiro 7, 3843-122 Costa da Caparica",2010-08-20
